title	type	url_slug	venue	date	location	talk_url	description
Using HydroUQ for Experiment-Simulation Validation	Hackathon	nheri-tacc	NHERI Computation Academy, Texas Advanced Computing Center	2024-07-30	Austin, TX	https://uq.uh.edu/blog/toro-taiwo-at-nheri-academy
